name,index_sht,prov,prov_no,dist_no,pale,region,no_jew_count,jew_pop,tot_pop,census,type,jewpop_flag,comments,total,total_flag,prov_name,dist_name,lat,lon,display_name,osm_id,wikidata_id,name_he,name_sim,match_status
Buialyk Bol'shoi,4705Bl1,Kherson,47.0,5.0,Pale,New Russia,1,85.0,5216.0,1.0,selo,at_most,Calculated by subtraction from Total value any other groups mentioned in census for this place,5216.0,,Kherson,Odessa,46.9341506,30.6505389,"Великий Буялик, Одеська область, Україна",337684972.0,Q2025339,,0.889,matched_refined
Ianovka,4705In1,Kherson,47.0,5.0,Pale,New Russia,0,1438.0,1898.0,1.0,mestechko,,,1898.0,,Kherson,Odessa,46.933941,30.39642,"Малинівка, Одеська область, Україна",337685144.0,Q4277884,,0.75,matched_reverse
Kurisovo Pokrovskoe,4705Kr1,Kherson,47.0,5.0,Pale,New Russia,0,246.0,1816.0,1.0,mestechko,,,1816.0,,Kherson,Odessa,46.8243512,30.8758035,Вовківське,337686470.0,Q4123476,,0.621,matched_db_api
Maiaki,4705Mk1,Kherson,47.0,5.0,Pale,New Russia,0,648.0,4575.0,1.0,Bezuezdnyi gorod,,,4575.0,,Kherson,Odessa,46.416632,30.2750575,"Маяки, Маяківська сільська громада, Одеський район, Одеська область, 67654, Україна",337690157.0,Q2072354,,1.0,matched_nominatim
Ochakov,4705Oc1,Kherson,47.0,5.0,Pale,New Russia,0,1480.0,10786.0,1.0,Bezuezdnyi gorod,,,10786.0,,Kherson,Odessa,46.6145957,31.5452994,"Очаків, Очаківська міська громада, Миколаївський район, Миколаївська область, 57500, Україна",253315888.0,Q850072,אוצ'קיב,1.0,matched_nominatim
Odessa,4705Od1,Kherson,47.0,5.0,Pale,New Russia,0,139984.0,403815.0,1.0,Uezdnyi gorod,,,403815.0,,Kherson,Odessa,46.4843023,30.7322878,"Одеса, Одеська міська громада, Одеський район, Одеська область, Україна",26150437.0,Q1874,אודסה,1.0,matched_nominatim
Ovidiopol',4705Ov1,Kherson,47.0,5.0,Pale,New Russia,1,408.0,5187.0,1.0,Bezuezdnyi gorod,at_most,Calculated by subtraction from Total value any other groups mentioned in census for this place,5187.0,,Kherson,Odessa,46.2473734,30.4448614,"Овідіополь, Овідіопольська селищна громада, Одеський район, Одеська область, 67800-67805, Україна",337691323.0,Q1786102,,1.0,matched_nominatim
Severinovka,4705Sv1,Kherson,47.0,5.0,Pale,New Russia,0,234.0,1190.0,1.0,mestechko,,,1190.0,,Kherson,Odessa,46.8251,30.57976,"Северинівка, Одеська область, Україна",337686435.0,Q4412034,,1.0,matched_reverse
Varvarovka,4705Vr1,Kherson,47.0,5.0,Pale,New Russia,0,781.0,2352.0,1.0,mestechko,,,2352.0,,Kherson,Odessa,46.99205,31.941372,"Варварівка, Центральний район, Миколаїв, Миколаївська міська громада, Миколаївський район, Миколаївська область, 54000, Україна",2416748.0,Q4103639,,1.0,matched_nominatim
Buzinovo,4706Bz1,Kherson,47.0,6.0,Pale,New Russia,0,235.0,760.0,1.0,selo,,,760.0,,Kherson,Tiraspol',46.983181,30.481396,"Бузинове, Іванівська селищна громада, Березівський район, Одеська область, 67204, Україна",337684416.0,Q4098367,,1.0,matched_nominatim
Dubossary,4706Db1,Kherson,47.0,6.0,Pale,New Russia,0,5220.0,12089.0,1.0,Bezuezdnyi gorod,,,12089.0,,Kherson,Tiraspol',47.26553,29.1615615,"Дубоссарский городской совет, Районул Дубэсарь / Дубоссарский район / Дубоссарський район, Нистрения / Приднестровье / Придністров'я, Moldova",278768080.0,Q688654,דובסרי,1.0,matched_db_api
Grigoriopol',4706Gr1,Kherson,47.0,6.0,Pale,New Russia,0,832.0,7605.0,1.0,Bezuezdnyi gorod,,,7605.0,,Kherson,Tiraspol',47.1471536,29.2939594,"Григориопольский городской совет, Районул Григориопол / Григориопольский район / Григоріопольський район, Нистрения / Приднестровье / Придністров'я, Moldova",278768069.0,Q1025805,,1.0,matched_db_api
Grossulovo,4706Gr2,Kherson,47.0,6.0,Pale,New Russia,0,1201.0,2088.0,1.0,mestechko,,,2088.0,,Kherson,Tiraspol',47.0775384,29.8509409,"Велика Михайлівка, Великомихайлівська селищна громада, Роздільнянський район, Одеська область, 67100, Україна",319014899.0,Q2652157,,0.947,matched_nominatim
Petrovierovka,4706Pt1,Kherson,47.0,6.0,Pale,New Russia,0,819.0,1749.0,1.0,mestechko,,,1749.0,,Kherson,Tiraspol',47.237431,30.326731,"Петровірівка, Одеська область, Україна",337680125.0,Q2976109,,0.96,matched_reverse
Tumanova,4706Tm1,Kherson,47.0,6.0,Pale,New Russia,0,285.0,825.0,1.0,mestechko,,,825.0,,Kherson,Tiraspol',46.788872,29.985384,Степанівка,337686538.0,Q4441924,,0.667,matched_db_api
Tiraspol',4706Tr1,Kherson,47.0,6.0,Pale,New Russia,0,8668.0,31616.0,1.0,Uezdnyi gorod,,,31616.0,,Kherson,Tiraspol',46.8371103,29.6109989,"Tiraspol, Нистрения / Приднестровье / Придністров'я, Moldova",2339172677.0,Q132572,טירספול,1.0,matched_db_api
Zakhar'evka,4706Zk1,Kherson,47.0,6.0,Pale,New Russia,0,1732.0,3574.0,1.0,mestechko,,,3574.0,,Kherson,Tiraspol',47.3316351,29.758089,"Захарівка, Захарівська селищна громада, Роздільнянський район, Одеська область, Україна",237475433.0,Q2652127,,1.0,matched_nominatim
Berezna,4801Br1,Chernigov,48.0,1.0,Pale,South-West,0,1357.0,9922.0,1.0,Bezuezdnyi gorod,,,9922.0,,Chernigov,Chernigov,51.5778917,31.7902811,"Березна, Березнянська селищна громада, Чернігівський район, Чернігівська область, 15654, Україна",179418473.0,Q2473471,,1.0,matched_nominatim
Chernigov,4801Cr1,Chernigov,48.0,1.0,Pale,South-West,0,8805.0,27716.0,1.0,Uezdnyi gorod,,,27716.0,,Chernigov,Chernigov,51.494099,31.294332,"Чернігів, Чернігівська міська громада, Чернігівський район, Чернігівська область, 14007, Україна",26150436.0,Q157053,צ'רניהיב,1.0,matched_nominatim
Borzna,4802Br1,Chernigov,48.0,2.0,Pale,South-West,0,1516.0,12526.0,1.0,Uezdnyi gorod,,,12526.0,,Chernigov,Borzna,51.2534475,32.4263156,"Борзна, Борзнянська міська громада, Ніжинський район, Чернігівська область, 16400, Україна",180441087.0,Q148912,,1.0,matched_nominatim
Ichnia,4802Ic1,Chernigov,48.0,2.0,Pale,South-West,1,370.0,9736.0,1.0,mestechko,at_most,Calculated by subtraction from Total value any other groups mentioned in census for this place,9736.0,,Chernigov,Borzna,50.8623444,32.3910144,"Ічня, Ічнянська міська громада, Прилуцький район, Чернігівська область, 16700, Україна",209628727.0,Q149201,,1.0,matched_nominatim
Glukhov,4803Gl1,Chernigov,48.0,3.0,Pale,South-West,0,3853.0,14828.0,1.0,Uezdnyi gorod,,,14828.0,,Chernigov,Glukhov,51.67831,33.9093,"Глухів, Глухівська міська громада, Шосткинський район, Сумська область, 41400, Україна",197762293.0,Q864827,,1.0,matched_nominatim
Shostka,4803Ss1,Chernigov,48.0,3.0,Pale,South-West,1,201.0,4382.0,1.0,voennoe poselenie,at_most,Calculated by subtraction from Total value any other groups mentioned in census for this place; Jewishgen is not the correct one,4382.0,,Chernigov,Glukhov,51.864355,33.4728542,"Шостка, Шосткинська міська громада, Шосткинський район, Сумська область, 41100, Україна",337504305.0,Q1000454,שוסטקה,1.0,matched_nominatim
Voronezh,4803Vr1,Chernigov,48.0,3.0,Pale,South-West,1,423.0,5718.0,1.0,mestechko,at_most,Calculated by subtraction from Total value any other groups mentioned in census for this place,5718.0,,Chernigov,Glukhov,51.7778331,33.4660287,"Вороніж, Шосткинська міська громада, Шосткинський район, Сумська область, 41140-41141, Україна",185100238.0,Q4125372,,1.0,matched_nominatim
Dobrianka,4804Db1,Chernigov,48.0,4.0,Pale,South-West,1,880.0,6038.0,1.0,posad,at_most,Calculated by subtraction from Total value any other groups mentioned in census for this place,6038.0,,Chernigov,Gorodnia,52.063057,31.173548,"Добрянка, Добрянська селищна громада, Чернігівський район, Чернігівська область, 15011, Україна",337503046.0,Q4163909,,1.0,matched_nominatim
Gorodnia,4804Gr1,Chernigov,48.0,4.0,Pale,South-West,0,1249.0,4310.0,1.0,Uezdnyi gorod,,,4310.0,,Chernigov,Gorodnia,51.8915393,31.595545,"Городня, Чернігівська область, Україна",337504066.0,Q1020058,,1.0,matched_db_api
Korzhovka,4804Kr1,Chernigov,48.0,4.0,Pale,South-West,0,985.0,2379.0,1.0,derevnia,,,2379.0,,Chernigov,Gorodnia,51.8187527,31.9448953,"Сновськ, Сновська міська громада, Корюківський район, Чернігівська область, 15209, Україна",337504690.0,Q148990,,1.0,matched_refined
Lovin',4804Lv1,Chernigov,48.0,4.0,Pale,South-West,0,231.0,1418.0,1.0,mestechko,,,1418.0,,Chernigov,Gorodnia,51.890831,31.18572,Ловинь,337504078.0,Q4264960,,1.0,matched_db_api
Novklia,4804Nv1,Chernigov,48.0,4.0,Pale,South-West,0,57.0,519.0,1.0,derevnia,,,519.0,,Chernigov,Gorodnia,,,,,,,,
Riepki,4804Rp1,Chernigov,48.0,4.0,Pale,South-West,0,3049.0,3336.0,1.0,mestechko,,,3336.0,,Chernigov,Gorodnia,51.8036433,31.0931453,"Ріпки, Чернігівська область, Україна",149509150.0,Q2154590,,0.909,matched_reverse
Bobrovitsa,4805Bb1,Chernigov,48.0,5.0,Pale,South-West,0,671.0,5120.0,1.0,mestechko,,,5120.0,,Chernigov,Kozelets,50.7415033,31.3860852,"Бобровиця, Бобровицька міська громада, Ніжинський район, Чернігівська область, 17400, Україна",174882455.0,Q149166,,1.0,matched_nominatim
Kozelets,4805Kz1,Chernigov,48.0,5.0,Pale,South-West,0,1634.0,5141.0,1.0,Uezdnyi gorod,,,5141.0,,Chernigov,Kozelets,50.9160647,31.1167509,"Козелець, Козелецька селищна громада, Чернігівський район, Чернігівська область, 17000, Україна",200657814.0,Q1669868,,1.0,matched_nominatim
Novyi Bykov,4805Nv1,Chernigov,48.0,5.0,Pale,South-West,0,367.0,2649.0,1.0,mestechko,,,2649.0,,Chernigov,Kozelets,50.595821,31.670151,"Новий Биків, Чернігівська область, Україна",337519181.0,Q4326597,,1.0,matched_reverse
Bakhmach,4806Bk1,Chernigov,48.0,6.0,Pale,South-West,0,321.0,1047.0,1.0,poselok I stantsiia Liubavo-Romenskaia zheleznaia doroga,,2 Bakhmach were united,1047.0,,Chernigov,Konotop,51.194908,32.76054,"Бахмач, Бахмацька міська громада, Ніжинський район, Чернігівська область, 16503, Україна",337510816.0,Q4079833,,1.0,matched_nominatim
Bakhmach,4806Bk2,Chernigov,48.0,6.0,Pale,South-West,0,170.0,839.0,1.0,poselok I stantsiia Kiev-Voronezh zheleznaia doroga,,2 Bakhmach were united,839.0,,Chernigov,Konotop,51.194908,32.76054,"Бахмач, Бахмацька міська громада, Ніжинський район, Чернігівська область, 16503, Україна",337510816.0,Q4079833,,1.0,matched_nominatim
Baturin,4806Bt1,Chernigov,48.0,6.0,Pale,South-West,1,381.0,4847.0,1.0,mestechko,at_most,Calculated by subtraction from Total value any other groups mentioned in census for this place,4847.0,,Chernigov,Konotop,51.3413087,32.8778317,"Батурин, Батуринська міська громада, Ніжинський район, Чернігівська область, 16512-16513, Україна",337509446.0,Q149016,,1.0,matched_nominatim
Dmitrovka,4806Dm1,Chernigov,48.0,6.0,Pale,South-West,0,438.0,644.0,1.0,poselok I stantsiia,,,644.0,,Chernigov,Konotop,50.9343619,32.9457499,"Дмитрівка, Дмитрівська селищна громада, Ніжинський район, Чернігівська область, 16573, Україна",337513807.0,Q4162982,,0.889,matched_nominatim
,,Chernigov,,,Pale,South-West,0,4426.0,18770.0,1.0,Uezdnyi gorod,,,18770.0,,,,51.7436921,22.2623567,"Adamów, gmina Adamów, powiat łukowski, województwo lubelskie, 21-412, Polska",362658040.0,Q2035593,,1.0,matched_nominatim
Altynovka,4807Al1,Chernigov,48.0,7.0,Pale,South-West,1,95.0,4959.0,1.0,selo,at_most,Calculated by subtraction from Total value any other groups mentioned in census for this place; Jewishgen is not the correct one,4959.0,,Chernigov,Krolevets,51.4534194,33.1894527,"Алтинівка, Кролевецька міська громада, Конотопський район, Сумська область, 41346, Україна",209397250.0,Q4063057,,1.0,matched_nominatim
Korop,4807Kr1,Chernigov,48.0,7.0,Pale,South-West,0,873.0,6262.0,1.0,Bezuezdnyi gorod,,,6262.0,,Chernigov,Krolevets,51.5671394,32.9520532,"Короп, Коропська селищна громада, Новгород-Сіверський район, Чернігівська область, 16200, Україна",209628728.0,Q1493180,,1.0,matched_nominatim
Krolevets,4807Kr2,Chernigov,48.0,7.0,Pale,South-West,0,1815.0,10384.0,1.0,Uezdnyi gorod,,,10384.0,,Chernigov,Krolevets,51.5548654,33.3875984,"Кролевець, Кролевецька міська громада, Конотопський район, Сумська область, 41301, Україна",337507057.0,Q2235501,,1.0,matched_nominatim
Baklan,4808Bk1,Chernigov,48.0,8.0,Pale,South-West,0,336.0,1589.0,1.0,mestechko,,http://ru.wikipedia.org/wiki/%D0%91%D0%B0%D0%BA%D0%BB%D0%B0%D0%BD%D1%8C,1589.0,,Chernigov,Mglin,52.7388608,33.2590404,Баклань,1846847914.0,Q4076005,,1.0,matched_db_api
Mglin,4808Mg1,Chernigov,48.0,8.0,Pale,South-West,0,2674.0,7640.0,1.0,Uezdnyi gorod,,,7640.0,,Chernigov,Mglin,53.0591919,32.8500077,"Мглин, Мглинское городское поселение, Мглинский район, Брянская область, Центральный федеральный округ, 243220, Россия",60699035.0,Q158393,,1.0,matched_nominatim
Pochep,4808Pc1,Chernigov,48.0,8.0,Pale,South-West,0,3172.0,9714.0,1.0,mestechko,,,9714.0,,Chernigov,Mglin,52.9287784,33.4544207,"Почеп, Почепское городское поселение, Почепский район, Брянская область, Центральный федеральный округ, Россия",1592488757.0,Q183145,פוצ'פ,1.0,matched_nominatim
Zamostskaia Sloboda,4808Zm1,Chernigov,48.0,8.0,Pale,South-West,0,212.0,1095.0,1.0,selo,,Since 1919 in Pochep : http://www.rujen.ru/index.php/%D0%97%D0%90%D0%9C%D0%9E%D0%A1%D0%A2%D0%A1%D0%9A%D0%90%D0%AF_%D0%A1%D0%9B%D0%9E%D0%91%D0%9E%D0%94%D0%90,1095.0,,Chernigov,Mglin,52.9333,33.4667,Zamostskaia Sloboda,,,,,legacy_coords
Gremiach,4809Gr1,Chernigov,48.0,9.0,Pale,South-West,0,353.0,3278.0,1.0,mestechko,,Name of district as it mentioned in census,3278.0,,Chernigov,Novgorod-Sieversk,52.3392832,33.2908489,Грем’яч,337502159.0,Q4148562,,1.0,matched_db_api
Novgorod-Sieversk,4809Nv1,Chernigov,48.0,9.0,Pale,South-West,0,2956.0,9182.0,1.0,Uezdnyi gorod,,,9182.0,,Chernigov,Novgorod-Sieversk,52.004259,33.2779899,"Новгород-Сіверський, Чернігівська область, Україна",337503361.0,Q147758,נובהורוד-סיוורסקי,0.968,matched_db_api
Churovichi,4810Cr1,Chernigov,48.0,10.0,Pale,South-West,0,402.0,3611.0,1.0,posad,,,3611.0,,Chernigov,Novozybkov,52.1718802,32.0027857,"Чуровичи, Климовский район, Брянская область, Россия",14738379.0,,,1.0,matched_db_api
Klimov,4810Kl1,Chernigov,48.0,10.0,Pale,South-West,0,541.0,5023.0,1.0,posad,,,5023.0,,Chernigov,Novozybkov,52.3790542,32.1971433,"Климово, Климовский район, Брянская область, Центральный федеральный округ, 243040, Россия",19111160.0,Q1383599,,0.923,matched_nominatim
Novoe Miesto,4810Nv1,Chernigov,48.0,10.0,Pale,South-West,1,68.0,1488.0,1.0,Bezuezdnyi gorod,at_most,Calculated by subtraction from Total value any other groups mentioned in census for this place,1488.0,,Chernigov,Novozybkov,52.5434,31.811962,Новое Место,120403277.0,Q4323807,,0.957,matched_db_api
Novozybkov,4810Nv2,Chernigov,48.0,10.0,Pale,South-West,0,3836.0,15362.0,1.0,Uezdnyi gorod,,,15362.0,,Chernigov,Novozybkov,52.5364885,31.9335455,"Новозыбков, Новозыбковский городской округ, Брянская область, Центральный федеральный округ, 243020, Россия",19111379.0,Q174138,נובוזיבקוב,1.0,matched_nominatim
Semenovka,4810Sm1,Chernigov,48.0,10.0,Pale,South-West,1,1247.0,14140.0,1.0,mestechko,at_most,Calculated by subtraction from Total value any other groups mentioned in census for this place,14140.0,,Chernigov,Novozybkov,52.17853,32.57755,"Семенівка, Чернігівська область, Україна",337502651.0,Q149155,סמניבקה,0.889,matched_db_api
Zlynka,4810Zl1,Chernigov,48.0,10.0,Pale,South-West,0,812.0,5408.0,1.0,posad,,,5408.0,,Chernigov,Novozybkov,52.4274018,31.7371106,"Злынка, Злынковское городское поселение, Злынковский район, Брянская область, Центральный федеральный округ, 243600, Россия",38527188.0,Q140117,זלינקה,1.0,matched_nominatim
Nosovka,4811Ns1,Chernigov,48.0,11.0,Pale,South-West,1,535.0,15551.0,1.0,mestechko,at_most,Calculated by subtraction from Total value any other groups mentioned in census for this place,15551.0,,Chernigov,Niezhin,50.9377744,31.5812258,"Носівка, Носівська міська громада, Ніжинський район, Чернігівська область, 17100, Україна",209284735.0,Q1020112,נוסיבקה,1.0,matched_nominatim
Niezhin,4811Nz1,Chernigov,48.0,11.0,Pale,South-West,0,7631.0,32113.0,1.0,Uezdnyi gorod,,Name of district as it mentioned in census,32113.0,,Chernigov,Niezhin,51.0464747,31.8806289,"Ніжин, Ніжинська міська громада, Ніжинський район, Чернігівська область, 16600, Україна",337512379.0,Q952457,ניז'ין,0.923,matched_nominatim
Sednev,4811Sd1,Chernigov,48.0,11.0,Pale,South-West,0,272.0,2292.0,1.0,mestechko,,,2292.0,,Chernigov,Niezhin,51.64209,31.562403,"Седнів, Чернігівська область, Україна",337506152.0,Q498872,,0.833,matched_reverse
Brovary,4812Br1,Chernigov,48.0,12.0,Pale,South-West,0,888.0,3817.0,1.0,mestechko,,,3817.0,,Chernigov,Oster,50.5111168,30.7900482,"Бровари, Київська область, Україна",3673183717.0,Q841026,ברובארי,1.0,matched_db_api
Oster,4812Os1,Chernigov,48.0,12.0,Pale,South-West,0,1596.0,5370.0,1.0,Uezdnyi gorod,,,5370.0,,Chernigov,Oster,50.9508278,30.8782419,"Остер, Остерська міська громада, Чернігівський район, Чернігівська область, 17044, Україна",183139969.0,Q1019815,,1.0,matched_nominatim
Predmostnaia Slobodka,4812Pr1,Chernigov,48.0,12.0,Pale,South-West,0,1306.0,3437.0,1.0,derevnia,,A settlement on the other side of the river from Kiev,3437.0,,Chernigov,Oster,50.43333,30.58333,Predmostnaia Slobodka,,,,,legacy_coords
Kariukovka,4813Kr1,Chernigov,48.0,13.0,Pale,South-West,0,381.0,3502.0,1.0,selo,,,3502.0,,Chernigov,Sosnitsa,51.7744549,32.2512927,"Корюківка, Корюківська міська громада, Корюківський район, Чернігівська область, 15300, Україна",221362117.0,Q149181,,0.947,matched_nominatim
Miena,4813Mn1,Chernigov,48.0,13.0,Pale,South-West,0,1659.0,6277.0,1.0,mestechko,,,6277.0,,Chernigov,Sosnitsa,51.52279,32.21638,"Мена, Менська міська громада, Корюківський район, Чернігівська область, 15600, Україна",221362118.0,Q149596,,0.889,matched_nominatim
Novye Mliny,4813Nv1,Chernigov,48.0,13.0,Pale,South-West,0,349.0,3298.0,1.0,mestechko,,,3298.0,,Chernigov,Sosnitsa,51.420132,32.705269,"Нові Млини, Чернігівська область, Україна",337508312.0,Q4326422,,1.0,matched_reverse
Sosnitsa,4813Ss1,Chernigov,48.0,13.0,Pale,South-West,0,1842.0,7087.0,1.0,Uezdnyi gorod,,,7087.0,,Chernigov,Sosnitsa,51.5244906,32.5028975,"Сосниця, Сосницька селищна громада, Корюківський район, Чернігівська область, 16100, Україна",337507369.0,Q1718330,סוסניציה,1.0,matched_nominatim
Pogar,4814Pg1,Chernigov,48.0,14.0,Pale,South-West,0,1159.0,4965.0,1.0,Bezuezdnyi gorod,,,4965.0,,Chernigov,Starodub,52.554283,33.263706,"Погар, Погарское городское поселение, Погарский район, Брянская область, Центральный федеральный округ, 243550, Россия",130044783.0,Q2628088,,1.0,matched_nominatim
Starodub,4814St1,Chernigov,48.0,14.0,Pale,South-West,0,5109.0,12381.0,1.0,Uezdnyi gorod,,,12381.0,,Chernigov,Starodub,52.5853016,32.7603126,"Стародуб, Стародубский муниципальный округ, Брянская область, Центральный федеральный округ, 243240, Россия",19111158.0,Q196483,סטארודוב,1.0,matched_nominatim
Voronok,4814Vr1,Chernigov,48.0,14.0,Pale,South-West,0,371.0,3707.0,1.0,posad,,,3707.0,,Chernigov,Starodub,52.361671,32.663074,"Воронок, Стародубский муниципальный округ, Брянская область, Центральный федеральный округ, Россия",161855695.0,Q19614314,,1.0,matched_nominatim
Klintsy,4815Kl1,Chernigov,48.0,15.0,Pale,South-West,0,2605.0,12166.0,1.0,posad,,,12166.0,,Chernigov,Surazh,52.758511,32.240097,"Клинцы, городской округ Клинцы, Брянская область, Центральный федеральный округ, 243140, Россия",539409927.0,Q153715,קלינצי,1.0,matched_nominatim
Popova Gora,4815Pp1,Chernigov,48.0,15.0,Pale,South-West,0,276.0,2729.0,1.0,selo,,,2729.0,,Chernigov,Surazh,53.0056558,31.6028497,"Красная Гора, Красногорское городское поселение, Красногорский район, Брянская область, Центральный федеральный округ, 243160, Россия",130044449.0,Q2637747,,1.0,matched_refined
Surazh,4815Sr1,Chernigov,48.0,15.0,Pale,South-West,0,2398.0,4006.0,1.0,Uezdnyi gorod,,,4006.0,,Chernigov,Surazh,53.0131501,32.3931633,"Сураж, Суражское городское поселение, Суражский район, Брянская область, Центральный федеральный округ, 243500, Россия",140560218.0,Q196516,,1.0,matched_nominatim
Sviatskaia,4815Sv1,Chernigov,48.0,15.0,Pale,South-West,0,290.0,2389.0,1.0,posad,,,2389.0,,Chernigov,Surazh,52.669411,31.554888,"Святск, Новозыбковский городской округ, Брянская область, Россия",356483082.0,Q4411677,,0.824,matched_db_api
Unech,4815Un1,Chernigov,48.0,15.0,Pale,South-West,1,6.0,632.0,1.0,derevnia,at_most,Calculated by subtraction from Total value any other groups mentioned in census for this place,632.0,,Chernigov,Surazh,52.8449574,32.6700113,"Унеча, Унечский район, Брянская область, Россия",60078390.0,Q196827,אונייצ'ה,0.909,matched_db_api
Revel',4901Rv1,Estland,49.0,1.0,Beyond,Inner Russia,1,2843.0,64572.0,1.0,Gubernskii gorod,at_most,Calculated by subtraction from Total value any other groups mentioned in census for this place,64572.0,,Estland,Revel',59.437242,24.7572693,"Tallinn, Harju maakond, Eesti",29787492.0,Q1770,טאלין,1.0,matched_db_api
Tula,4901Tl1,Estland,49.0,1.0,Beyond,Inner Russia,1,,,0.0,,,Not mentioned in census; May be no Jews or less than 500 people,,,Estland,Revel',59.2650353,24.4492686,"Tuula, Tuula küla, Saue vald, Harju maakond, Eesti",1973430941.0,,,0.889,matched_nominatim
Vezenberg,4902Vz1,Estland,49.0,2.0,Beyond,Inner Russia,1,561.0,5890.0,1.0,Uezdnyi gorod,at_most,Calculated by subtraction from Total value any other groups mentioned in census for this place,5890.0,,Estland,Vezenberg,59.3482229,26.3617173,"Rakvere linn, Lääne-Viru maakond, Eesti",276210109.0,Q191889,רקוורה,1.0,matched_refined
Veisenshtein,4903Vs1,Estland,49.0,3.0,Beyond,Inner Russia,1,224.0,2507.0,1.0,Uezdnyi gorod,at_most,Calculated by subtraction from Total value any other groups mentioned in census for this place,2507.0,,Estland,Veisenshtein,58.8869266,25.5699121,"Paide linn, Järva maakond, Eesti",831301151.0,Q45114,פאידה,0.833,matched_db_api
Aleksandrov,5101Al1,Warsaw,51.0,1.0,Pale,Poland,0,401.0,823.0,1.0,derevnia,,Was demolished during Holocaust : http://rujen.ru/index.php/%D0%90%D0%9B%D0%95%D0%9A%D0%A1%D0%90%D0%9D%D0%94%D0%A0%D0%A3%D0%92,823.0,,Warsaw,Warsaw,52.1688058,21.2409483,"Warszawa, województwo mazowieckie, Polska",6559313.0,Q9146777,,0.909,matched_reverse
Ezerna Krulevskaia,5101Ez1,Warsaw,51.0,1.0,Pale,Poland,1,19.0,730.0,1.0,derevnia,at_most,Calculated by subtraction from Total value any other groups mentioned in census for this place;,730.0,,Warsaw,Warsaw,52.088177,21.097497,Jeziorna Królewska,31697255.0,,,0.722,matched_db_api
Falenitsa,5101Fl1,Warsaw,51.0,1.0,Pale,Poland,1,,,0.0,,,Not mentioned in census; May be no Jews or less than 500 people; Now part of Warsaw : http://en.wikipedia.org/wiki/Falenica,,,Warsaw,Warsaw,52.1608783,21.211679,Falenica,692623002.0,Q3569401,,0.824,matched_db_api
Grokhov II,5101Gr1,Warsaw,51.0,1.0,Pale,Poland,0,280.0,1359.0,1.0,derevnia,,Now in Warsaw : http://pl.wikipedia.org/wiki/Groch%C3%B3w_(Warszawa),1359.0,,Warsaw,Warsaw,52.2319581,21.0067249,"Warszawa, województwo mazowieckie, Polska",336075.0,Q270,ורשה,1.0,matched_refined
Iablonna,5101Ib1,Warsaw,51.0,1.0,Pale,Poland,1,239.0,2389.0,1.0,zheleznodorozhnaia stantsiia s polkovoi kazarmoi,at_most,Calculated by subtraction from Total value any other groups mentioned in census for this place;,2389.0,,Warsaw,Warsaw,52.3766761,20.9177941,Jabłonna,31697905.0,Q3077771,,0.875,matched_db_api
Mlotsiny,5101Ml1,Warsaw,51.0,1.0,Pale,Poland,0,210.0,1838.0,1.0,derevnia,,Now in Warsaw : http://www.rujen.ru/index.php/%D0%9C%D0%9B%D0%9E%D0%A6%D0%98%D0%9D%D0%AB,1838.0,,Warsaw,Warsaw,52.25,21.0,Mlotsiny,,,,,legacy_coords
Novyi dvor,5101Nv1,Warsaw,51.0,1.0,Pale,Poland,0,4737.0,7302.0,1.0,Bezuezdnyi gorod,,,7302.0,,Warsaw,Warsaw,52.4333,20.7167,Novyi dvor,,,,,legacy_coords
Okunev,5101Ok1,Warsaw,51.0,1.0,Pale,Poland,0,287.0,1119.0,1.0,posad,,,1119.0,,Warsaw,Warsaw,52.2722806,21.3063932,"Okuniew, powiat miński, województwo mazowieckie, Polska",5551743.0,Q5213320,,0.769,matched_reverse
Praga,5101Pr1,Warsaw,51.0,1.0,Pale,Poland,1,,,0.0,,,Not mentioned in census; May be no Jews or less than 500 people,,,Warsaw,Warsaw,52.2552778,21.0466667,"Praga, Szmulowizna, Praga-Północ, Warszawa, województwo mazowieckie, 03-416, Polska",3009742100.0,,,1.0,matched_nominatim
Prushkov,5101Pr2,Warsaw,51.0,1.0,Pale,Poland,1,21.0,1709.0,1.0,derevnia,at_most,Calculated by subtraction from Total value any other groups mentioned in census for this place;,1709.0,,Warsaw,Warsaw,52.1626141,20.8080199,Pruszków,31689160.0,Q721937,,1.0,matched_db_api
Piasechno,5101Ps1,Warsaw,51.0,1.0,Pale,Poland,0,1106.0,2760.0,1.0,posad,,,2760.0,,Warsaw,Warsaw,52.0747377,21.0270885,Piaseczno,28396171.0,Q741876,,1.0,matched_db_api
Rembertov,5101Rm1,Warsaw,51.0,1.0,Pale,Poland,1,,,0.0,,,Not mentioned in census; May be no Jews or less than 500 people,,,Warsaw,Warsaw,52.2614149,21.1628191,Rembertów,692622895.0,,,0.889,matched_db_api
Shchenslevitse,5101Sc1,Warsaw,51.0,1.0,Pale,Poland,0,207.0,1793.0,1.0,derevnia,,Probably now also part of Warsaw,1793.0,,Warsaw,Warsaw,52.25,21.0,Shchenslevitse,,,,,legacy_coords
Targuvek,5101Tr1,Warsaw,51.0,1.0,Pale,Poland,0,144.0,1380.0,1.0,poselok,,Now is part of Warsaw : wikimapia.org/3953936/ru/????????,1380.0,,Warsaw,Warsaw,52.2751918,21.0580854,Targówek,330404242.0,,,1.0,matched_db_api
