index,name,prov,dist,pale,region,jews,total,type,no_jews,is_census,total_flag,jewish_flag,comments,name_he,modern_name,dist_code,index_sht,osm_id,wikidata_id,lat,lon
1881,Pyzdry,Kalisz,Sluptsy,1,Poland,424,3564,posad,0,1,"","","","","Pyzdry, powiat wrzesiński, województwo wielkopolskie, Polska",5206,5206Py1,31613250,Q990779,52.1694332,17.687134
1882,Skul'sk,Kalisz,Sluptsy,1,Poland,185,738,posad,0,1,"","","","",Skulsk,5206,5206Sk1,31610927,Q985057,52.48212,18.33123
1883,Sluptsy,Kalisz,Sluptsy,1,Poland,751,3852,Uezdnyi gorod,0,1,"","","","",Słupca,5206,5206Sl1,418747816,Q639224,52.2872924,17.8713612
1884,Vil'chin,Kalisz,Sluptsy,1,Poland,236,609,posad,0,1,"","","","","Wilczyn, gmina Wilczyn, powiat koniński, województwo wielkopolskie, 62-550, Polska",5206,5206Vl1,1335844725,Q986743,52.4838027,18.1669718
1885,Zagurov,Kalisz,Sluptsy,1,Poland,658,2980,posad,0,1,"","","","","Zagórów, powiat słupecki, województwo wielkopolskie, Polska",5206,5206Zg1,31605477,Q140476,52.16899,17.90016
1886,Burzhenin,Kalisz,Sieradz',1,Poland,229,929,posad,0,1,"","","","","Burzenin, powiat sieradzki, województwo łódzkie, Polska",5207,5207Br1,31809741,Q769395,51.461107,18.8326548
1887,Shadek,Kalisz,Sieradz',1,Poland,495,2502,posad,0,1,"","","","",Szadek,5207,5207Sd1,31786432,Q743910,51.69175,18.97703
1888,Sieradz',Kalisz,Sieradz',1,Poland,2357,7005,Uezdnyi gorod,0,1,"","","","",Sieradz,5207,5207Sr1,31788344,Q745074,51.5942475,18.7378774
1889,Varta,Kalisz,Sieradz',1,Poland,1772,3418,Bezuezdnyi gorod,0,1,"","","","",Warta,5207,5207Vr1,1854937215,Q1005472,51.7081927,18.6250791
1890,Zdunskaia Volia,Kalisz,Sieradz',1,Poland,7259,15910,Bezuezdnyi gorod,0,1,"","","",זדונסקה וולה,Zduńska Wola,5207,5207Zd1,31782060,Q169237,51.6028615,18.9333201
1891,Zlochev,Kalisz,Sieradz',1,Poland,1501,2301,posad,0,1,"","","","",Złoczew,5207,5207Zl1,31781976,Q249059,51.4180515,18.6060256
1892,Dobra,Kalisz,Turek,1,Poland,1185,2719,posad,0,1,"","","","",Dobra,5208,5208Db1,529115993,Q555150,51.9161774,18.6159693
1893,Kowale Panskie,Kalisz,Turek,1,Poland,,,"",1,0,"","",Not mentioned in census; May be no Jews or less than 500 people,"","Kowale Pańskie-Kolonia, powiat turecki, województwo wielkopolskie, Polska",5208,5208Kw1,3009763058,"",51.9402778,18.5544444
1894,Penchnev,Kalisz,Turek,1,Poland,104,638,koloniia,0,1,"","","","",Penchnev,5208,5208Pn1,,"",51.8,18.73333
1895,Turek,Kalisz,Turek,1,Poland,2074,8118,Uezdnyi gorod,0,1,"","","","","Turek, powiat turecki, województwo wielkopolskie, Polska",5208,5208Tr1,31607601,Q924132,52.01595,18.50191
1896,Unieev,Kalisz,Turek,1,Poland,960,2681,posad,0,1,"","","","",Uniejów,5208,5208Un1,31785097,Q500552,51.9741302,18.793245
1897,Bodzentin,Kielce,Kiel'tsy,1,Poland,1472,3350,posad,0,1,"","","","",Bodzentyn,5301,5301Bd1,31899213,Q890126,50.9408055,20.9582386
1898,Bialogon,Kielce,Kiel'tsy,1,Poland,348,970,derevnia,0,1,"","",Now part of Kieltsy,"","Białogon, Kielce, województwo świętokrzyskie, 26-052, Polska",5301,5301Bl1,2147479879,"",50.8536976,20.5531106
1899,Daleshitse,Kielce,Kiel'tsy,1,Poland,270,1987,posad,0,1,"","","","",Daleszyce,5301,5301Dl1,31896315,Q2507925,50.801991,20.8066334
1900,Dombrova,Kielce,Kiel'tsy,1,Poland,104,946,derevnia,0,1,"","","","",Dąbrowa,5301,5301Dm1,418648422,Q5320608,50.9092339,20.6885836
1901,Kieltsy,Kielce,Kiel'tsy,1,Poland,6399,23178,Gubernskii gorod,0,1,"","","","",Kieltsy,5301,5301Kl1,,"",50.8333,20.6667
1902,Khentsiny,Kielce,Kiel'tsy,1,Poland,4361,6178,Bezuezdnyi gorod,0,1,"","","","",Khentsiny,5301,5301Kn1,,"",50.7333,20.45
1903,Lopushno,Kielce,Kiel'tsy,1,Poland,462,854,selo,0,1,"","","","",Łopuszno,5301,5301Lp1,31891198,Q2475995,50.948616,20.2505964
1904,Promnik,Kielce,Kiel'tsy,1,Poland,49,491,derevnia,0,1,"","","","",Promnik,5301,5301Pr1,31888930,Q7249839,50.9210681,20.4323378
1905,Sukhednev Zapadnyi,Kielce,Kiel'tsy,1,Poland,418,559,poselok,0,1,"","","","",Sukhednev Zapadnyi (byvshii torogovyi posad),5301,5301Sk1,,"",51.0667,20.8333
1906,Slupia Novaia,Kielce,Kiel'tsy,1,Poland,1038,1674,posad,0,1,"","","","",Slupia Novaia,5301,5301Sl1,,"",50.8667,21.1
1907,Andreev,Kielce,"",1,Poland,2050,4717,posad,0,1,"","",Entered as it mentioned in the census,"","Jędrzejów, powiat jędrzejowski, województwo świętokrzyskie, Polska",5302,5302An1,31894002,Q249259,50.6394435,20.3046116
1908,Malogoshch,Kielce,"",1,Poland,465,1883,posad,0,1,"","","","",Małogoszcz,5302,5302Ml1,31890647,Q592809,50.8123487,20.2648324
1909,Oksa,Kielce,"",1,Poland,67,512,selo,0,1,"","","","",Oksa,5302,5302Ok1,31889452,Q1820386,50.72838,20.10219
1910,Sobkov,Kielce,"",1,Poland,646,1117,posad,0,1,"","","","","Sobków, powiat jędrzejowski, województwo świętokrzyskie, Polska",5302,5302Sb1,6159309,Q1950652,50.6987193,20.4543922
1911,Sendzishev,Kielce,"",1,Poland,54,789,selo,1,1,"",at_most,Calculated by subtraction from Total value any other groups mentioned in census for this place;,"",Sędziszów,5302,5302Sn1,31888566,Q999607,50.564781,20.0538047
1912,Vodzislav,Kielce,"",1,Poland,2667,3622,posad,0,1,"","","","",Wodzisław,5302,5302Vd1,31886965,Q2917229,50.5211403,20.1909163
1913,Kurzhelev,Kielce,"",1,Poland,179,1194,posad,0,1,"","","","",Kurzelów,5303,5303Kr1,31901637,Q2070896,50.8816478,19.8903181
1914,Lelev,Kielce,"",1,Poland,720,1236,posad,0,1,"","","",ללוב,Lelów,5303,5303Ll1,31901515,Q2136259,50.6832008,19.6249466
1915,Shchekotsiny,Kielce,"",1,Poland,2305,3393,posad,0,1,"","","","",Szczekociny,5303,5303Sc1,31900343,Q305154,50.6260228,19.8195137
1916,Setsemin,Kielce,"",1,Poland,171,1203,posad,0,1,"","","","",Secemin,5303,5303St1,31900540,Q2500158,50.7683898,19.8370124
1917,Vloshchov,Kielce,"",1,Poland,2530,3724,posad,0,1,"","",Type is entered as it mentioned in the census,"",Włoszczowa,5303,5303Vl1,1145837529,Q611784,50.8520727,19.9667772
1918,Brzhesko,Kielce,Miekhov,1,Poland,213,1287,posad,0,1,"","","","",Nowe Brzesko,5304,5304Br1,31889649,Q2341047,50.1322823,20.3767203
1919,Kharshnitsa,Kielce,Miekhov,1,Poland,,,"",1,0,"","",Not mentioned in census; May be no Jews or less than 500 people,"",Charsznica,5304,5304Kr1,2168661289,Q9189158,50.4130511,19.9355395
1920,Ksenzh Velikii,Kielce,Miekhov,1,Poland,729,1412,posad,0,1,"","","","",Książ Wielki,5304,5304Ks1,31891881,Q4289557,50.4429446,20.1399453
1921,Miekhov,Kielce,Miekhov,1,Poland,1436,4175,Uezdnyi gorod,0,1,"","","","",Miechów,5304,5304Mk1,31890453,Q324927,50.3566016,20.0276912
1922,Proshovitse,Kielce,Miekhov,1,Poland,639,2627,posad,0,1,"","","","",Proszowice,5304,5304Pr1,31888928,Q324880,50.1926479,20.2917555
1923,Slomniki,Kielce,Miekhov,1,Poland,904,3690,posad,0,1,"","","","",Słomniki,5304,5304Sl1,31888437,Q1281172,50.2403739,20.0811369
1924,Kromolow,Kielce,Ol'kush,1,Poland,,,"",1,0,"","",Not mentioned in census; May be no Jews or less than 500 people,"",Kromołów,5305,5305Kr1,1219085143,Q11748283,50.4922667,19.4945562
1925,Ol'kush,Kielce,Ol'kush,1,Poland,1840,3441,Uezdnyi gorod,0,1,"","","","",Olkusz,5305,5305Ol1,31900901,Q764943,50.2788158,19.5596307
1926,Pilitsa,Kielce,Ol'kush,1,Poland,2688,3975,posad,0,1,"","","",פיליצה,"Pilica, powiat zawierciański, województwo śląskie, Polska",5305,5305Pl1,2838652,Q555053,50.4681134,19.6573591
1927,Skala,Kielce,Ol'kush,1,Poland,417,2460,posad,0,1,"","","","","Skała, powiat krakowski, województwo małopolskie, Polska",5305,5305Sk1,2748440,Q1280559,50.2303769,19.853537
1928,Slavkov,Kielce,Ol'kush,1,Poland,714,4243,posad,0,1,"","","",סלווקוב,Sławków,5305,5305Sl1,1854937193,Q841380,50.2984547,19.3898475
1929,Vol'brom,Kielce,Ol'kush,1,Poland,2901,4815,posad,0,1,"","","","",Wolbrom,5305,5305Vl1,243643366,Q1906323,50.3848386,19.7598844
1930,Zharnovets,Kielce,Ol'kush,1,Poland,1412,2472,posad,0,1,"","","","",Żarnowiec,5305,5305Zr1,416670123,Q2753688,50.4832713,19.86242
1931,Dzialoshitse,Kielce,Pinchov,1,Poland,3526,4606,Bezuezdnyi gorod,0,1,"","","","",Działoszyce,5306,5306Dz1,31895302,Q571185,50.3654682,20.3521471
1932,Koshitse,Kielce,Pinchov,1,Poland,366,1049,posad,0,1,"","","","",Koszyce,5306,5306Ks1,1894337188,Q1958570,50.1669806,20.5756459
1933,Kazimerzha Vel'ka,Kielce,Pinchov,1,Poland,152,1625,selo,1,1,"",at_most,Calculated by subtraction from Total value any other groups mentioned in census for this place;,"","Kazimierza Wielka, powiat kazimierski, województwo świętokrzyskie, Polska",5306,5306Kz1,31893519,Q1406641,50.267489,20.4853308
1934,Opatovets,Kielce,Pinchov,1,Poland,102,650,posad,0,1,"","","","",Opatowiec,5306,5306Op1,1933057152,Q2091673,50.2425871,20.7237798
1935,Pinchov,Kielce,Pinchov,1,Poland,5194,9075,Uezdnyi gorod,0,1,"","","","",Pińczów,5306,5306Pn1,31889135,Q275592,50.5201929,20.5256241
1936,Skal'bmerzh,Kielce,Pinchov,1,Poland,359,1258,posad,0,1,"","","","",Skalbmierz,5306,5306Sk1,31888513,Q1813609,50.3170888,20.3996843
1937,Vislitsa,Kielce,Pinchov,1,Poland,1755,2508,posad,0,1,"","","","",Wiślica,5306,5306Vs1,31887175,Q945288,50.3484831,20.6745381
1938,Busk,Kielce,"",1,Poland,895,2169,posad,0,1,"","","","",Kolonia Busko,5307,5307Bs1,3009714359,"",50.4858333,20.7169444
1939,Khmiel'nik,Kielce,"",1,Poland,5671,6888,Bezuezdnyi gorod,0,1,"","","",חמיילניק,Chmielnik,5307,5307Km1,1854936827,Q991973,50.6145952,20.7510406
1940,Korchin Novyi,Kielce,"",1,Poland,2781,3787,posad,0,1,"","","","",Korchin Novyi,5307,5307Kr1,,"",50.3,20.8167
1941,Kurozvenki,Kielce,"",1,Poland,265,1031,posad,0,1,"","","","",Kurozwęki,5307,5307Kr2,31891711,Q1970432,50.5902434,21.1019465
1942,Olesnitsa,Kielce,"",1,Poland,199,1164,posad,0,1,"","","","","Oleśnica, powiat staszowski, województwo świętokrzyskie, Polska",5307,5307Ol1,1912006738,Q2532403,50.4506465,21.0637505
1943,Perzhkhnitsa,Kielce,"",1,Poland,367,1113,posad,0,1,"","","","","Pierzchnica, powiat kielecki, województwo świętokrzyskie, Polska",5307,5307Pr1,6301474,Q3079381,50.6974266,20.7544258
1944,Patsanov,Kielce,"",1,Poland,1520,2451,posad,0,1,"","","","",Pacanów,5307,5307Pt1,31889231,Q455701,50.3999656,21.0409852
1945,Petrkovitse,Kielce,"",1,Poland,192,512,selo,0,1,"","","","",Piotrkowice,5307,5307Pt2,1912006777,Q7197055,50.6695575,20.6698314
1946,Shidlov,Kielce,"",1,Poland,867,2368,posad,0,1,"","","","",Szydłów,5307,5307Sd1,31887958,Q787968,50.5907684,21.0045698
1947,Stopnitsa,Kielce,"",1,Poland,3134,4420,posad,0,1,"","",Type is entered as it mentioned in the census,"","Stopnica, powiat buski, województwo świętokrzyskie, Polska",5307,5307St1,6501187,Q986052,50.4382587,20.9385676
1948,Gelchin,Lomza,Lomzha,1,Poland,75,623,derevnia,0,1,"","","","",Giełczyn,5401,5401Gl1,31577219,Q5559866,53.1235924,22.0722829
1949,Gats'-Sokolia צ Lonka,Lomza,Lomzha,1,Poland,377,780,derevnia,0,1,"","","","","Gać, Giełczyn, gmina Trzcianne, powiat moniecki, województwo podlaskie, Polska",5401,5401Gt1,3009673007,Q11699505,53.2365292,22.4687248
1950,Konarzhitse,Lomza,Lomzha,1,Poland,58,487,derevnia,0,1,"","","","","Konarzyce, powiat łomżyński, województwo podlaskie, Polska",5401,5401Kn1,7083517,Q782546,53.1322939,22.0410373
1951,Kossevo,Lomza,Lomzha,1,Poland,149,528,derevnia,0,1,"","","","",Kosewo,5401,5401Ks1,692601948,Q6433060,52.91602,21.90603
1952,Kostel'ne,Lomza,Lomzha,1,Poland,136,491,selo,0,1,"","","","",Kostel'ne (Kolaki צ Kostel'ne),5401,5401Ks2,,"",53.01667,22.36667
1953,Lomzha,Lomza,Lomzha,1,Poland,9244,26093,Gubernskii gorod,0,1,"","","","","Łomża, województwo podlaskie, Polska",5401,5401Lm1,31574828,Q215633,53.1750699,22.0727551
1954,Lapy Barviki,Lomza,Lomzha,1,Poland,469,1496,derevnia,0,1,"","",May be the same place,"","Łapy, powiat białostocki, województwo podlaskie, Polska",5401,5401Lp1,599268599,Q345243,52.9908208,22.883005
1955,Novogrod,Lomza,Lomzha,1,Poland,1177,3029,posad,0,1,"","","","","Nowogród, powiat łomżyński, województwo podlaskie, Polska",5401,5401Nv1,31573871,Q1921003,53.2280804,21.8797908
1956,Piontnitsa,Lomza,Lomzha,1,Poland,1239,2372,selo,0,1,"","","","","gmina Piątnica, powiat łomżyński, województwo podlaskie, 18-421, Polska",5401,5401Pn1,3092845,Q2015471,53.2154278,22.1772446
1957,Rutki,Lomza,Lomzha,1,Poland,545,1005,selo,0,1,"","","","","Rutki, gmina Wizna, powiat łomżyński, województwo podlaskie, Polska",5401,5401Rt1,7087282,Q9324202,53.2170101,22.347665
1958,Shumovo Gura,Lomza,Lomzha,1,Poland,198,774,selo,0,1,"","","","","Szumowo, powiat zambrowski, województwo podlaskie, Polska",5401,5401Sm1,31597498,Q2381862,52.9181136,22.0835675
1959,Sniadovo,Lomza,Lomzha,1,Poland,624,1421,posad,0,1,"","","","","Śniadowo, powiat łomżyński, województwo podlaskie, Polska",5401,5401Sn1,31571701,Q1920614,53.0386233,21.9902764
1960,Vizna,Lomza,Lomzha,1,Poland,876,2877,posad,0,1,"","","","","Wizna, gmina Wizna, powiat łomżyński, województwo podlaskie, 18-430, Polska",5401,5401Vz1,2905957482,"",53.202329,22.3469416
1961,Zambrov,Lomza,Lomzha,1,Poland,3463,10902,posad,0,1,"","","","","Zambrów, powiat zambrowski, województwo podlaskie, Polska",5401,5401Zm1,31595319,Q145719,52.98552,22.24117
1962,Charnia,Lomza,Kol'no,1,Poland,120,551,derevnia,0,1,"","","","",Czarnia,5402,5402Cr1,31577631,Q2615860,53.3552199,21.2000022
1963,Edvbno,Lomza,Kol'no,1,Poland,1941,2505,posad,0,1,"","","","","Jedwabne, powiat łomżyński, województwo podlaskie, Polska",5402,5402Ed1,31576562,Q282380,53.2867308,22.3021413
1964,Kol'no,Lomza,Kol'no,1,Poland,2863,4891,Uezdnyi gorod,0,1,"","","","","Kolno, powiat kolneński, województwo podlaskie, Polska",5402,5402Kl1,31576064,Q1614791,53.4109383,21.9312439
1965,Staviski,Lomza,Kol'no,1,Poland,2554,3339,posad,0,1,"","","","","Stawiski, powiat kolneński, województwo podlaskie, Polska",5402,5402St1,31571553,Q1906278,53.3798382,22.1548937
1966,Zboina,Lomza,Kol'no,1,Poland,80,849,selo,1,1,"",at_most,Calculated by subtraction from Total value any other groups mentioned in census for this place;,"","Zbójna, powiat łomżyński, województwo podlaskie, Polska",5402,5402Zb1,31569311,Q2099988,53.2438364,21.7772809
1967,Iablonka,Lomza,"",1,Poland,638,719,posad,0,1,"","","","","Jabłonka Kościelna, powiat wysokomazowiecki, województwo podlaskie, Polska",5403,5403Ib1,692601236,Q974569,52.9507998,22.3667028
1968,Mazovetsk,Lomza,"",1,Poland,1927,3246,posad,0,1,"","",Type is entered as it mentioned in the census,ויסוקה מזובייצק,"Wysokie Mazowieckie, powiat wysokomazowiecki, województwo podlaskie, Polska",5403,5403Mz1,31595527,Q335580,52.9154988,22.5131199
1969,Sokoly,Lomza,"",1,Poland,1723,2056,posad,0,1,"","","","","Sokoły, powiat wysokomazowiecki, województwo podlaskie, Polska",5403,5403Sk1,31598249,Q2695642,52.9928125,22.7009341
1970,Tsiekhanovets,Lomza,"",1,Poland,1498,2320,posad,0,1,"","","","","Ciechanowiec, powiat wysokomazowiecki, województwo podlaskie, Polska",5403,5403Ts1,1818704253,Q995159,52.6787967,22.4991103
1971,Tykotsin,Lomza,"",1,Poland,2485,4212,Bezuezdnyi gorod,0,1,"","","","","Tykocin, powiat białostocki, województwo podlaskie, Polska",5403,5403Ty1,31570835,Q941451,53.207646,22.7730188
1972,Krasnosel'ts,Lomza,Makov,1,Poland,1331,2110,posad,0,1,"","","","",Krasnosielc,5404,5404Kr1,31575287,Q669157,53.0335809,21.1575267
1973,Makov,Lomza,Makov,1,Poland,4448,7206,Uezdnyi gorod,0,1,"","","","","Маків, Маківська сільська громада, Кам’янець-Подільський район, Хмельницька область, 32445, Україна",5404,5404Mk1,337585358,Q4275873,48.795036,26.691282
1974,Rozhan,Lomza,Makov,1,Poland,1698,3721,posad,0,1,"","","","",Różan,5404,5404Rz1,31599429,Q995141,52.8892595,21.399349
1975,Andruseevo,Lomza,Ostrov,1,Poland,586,1448,posad,0,1,"","","","","Andrzejewo, gmina Andrzejewo, powiat ostrowski, województwo mazowieckie, 07-305, Polska",5405,5405An1,692602144,Q2265672,52.8305612,22.2006931
1976,Branshchik,Lomza,Ostrov,1,Poland,,,"",1,0,"","",Not mentioned in census; May be no Jews or less than 500 people,"","Brańszczyk, gmina Brańszczyk, powiat wyszkowski, województwo mazowieckie, 07-221, Polska",5405,5405Br1,692601096,Q302205,52.6282009,21.5848507
1977,Brok,Lomza,Ostrov,1,Poland,1296,2657,posad,0,1,"","","","","Brok, powiat ostrowski, województwo mazowieckie, Polska",5405,5405Br2,602099835,Q925506,52.6989287,21.8601815
1978,Chizhev,Lomza,Ostrov,1,Poland,1596,1785,posad,0,1,"","","","","Czyżew, powiat wysokomazowiecki, województwo podlaskie, Polska",5405,5405Cz1,31598114,Q9199998,52.7975512,22.3123475
1979,Dlugosedlo,Lomza,Ostrov,1,Poland,800,1249,selo,0,1,"","","","","Długosiodło, powiat wyszkowski, województwo mazowieckie, Polska",5405,5405Dl1,692601113,Q733569,52.759577,21.5929004
1980,Malkin' Gurna,Lomza,Ostrov,1,Poland,348,1091,derevnia,0,1,"","","","","Zawisty Dzikie, powiat ostrowski, województwo mazowieckie, Polska",5405,5405Ml1,692601089,Q993913,52.6932047,22.0351198
1981,Nur,Lomza,Ostrov,1,Poland,1212,2133,posad,0,1,"","","","","Nur, gmina Nur, powiat ostrowski, województwo mazowieckie, 07-322, Polska",5405,5405Nr1,31602690,Q2920812,52.6681622,22.3181055
1982,Ostrov,Lomza,Ostrov,1,Poland,5960,10471,Uezdnyi gorod,0,1,"","","","","Ostrów Mazowiecka, powiat ostrowski, województwo mazowieckie, Polska",5405,5405Os1,31601991,Q841352,52.8000429,21.897638
1983,Poremba Kotsemby,Lomza,Ostrov,1,Poland,,,"",1,0,"","",Not mentioned in census; May be no Jews or less than 500 people,"",Poręba-Kocęby,5405,5405Pr1,692601996,Q772118,52.69291,21.68497
1984,Poremba Sredniaia,Lomza,Ostrov,1,Poland,74,541,selo,0,1,"","","","",Poręba Średnia,5405,5405Pr2,692602002,Q768942,52.6798,21.68804
1985,Siechikhi,Lomza,Ostrov,1,Poland,88,552,derevnia,0,1,"","",Sia?ychi ?,"","",5405,5405Sc1,,"",,
1986,Vonsevo,Lomza,Ostrov,1,Poland,196,676,selo,0,1,"","","","","Wąsewo, gmina Wąsewo, powiat ostrowski, województwo mazowieckie, 07-311, Polska",5405,5405Vn1,31596890,Q2187604,52.87309,21.67353
1987,Zaremby Kostel'ne,Lomza,Ostrov,1,Poland,1063,1241,posad,0,1,"","","","","Nienałty-Szymany, powiat ostrowski, województwo mazowieckie, Polska",5405,5405Zr1,31595243,Q2789932,52.7571188,22.1248239
1988,Chervin,Lomza,Ostrolenka,1,Poland,,,"",1,0,"","",Not mentioned in census; May be no Jews or less than 500 people,"","Czerwin, gmina Czerwin, powiat ostrołęcki, województwo mazowieckie, 07-407, Polska",5406,5406Cr1,692601947,Q1915100,52.9495,21.7581
1989,Govorovo,Lomza,Ostrolenka,1,Poland,1844,2139,posad,0,1,"","","","","Goworowo, gmina Goworowo, powiat ostrołęcki, województwo mazowieckie, 07-440, Polska",5406,5406Gv1,1315117581,Q2442947,52.9006864,21.5570366
1990,Kadzidlo-Koloniia,Lomza,Ostrolenka,1,Poland,67,815,selo,1,1,"",at_most,Calculated by subtraction from Total value any other groups mentioned in census for this place;,"","Kadzidło, powiat ostrołęcki, województwo mazowieckie, Polska",5406,5406Kd1,31576522,Q961194,53.2345757,21.4642685
1991,Myshinets,Lomza,Ostrolenka,1,Poland,1802,2992,posad,0,1,"","","","","Myszyniec, powiat ostrołęcki, województwo mazowieckie, Polska",5406,5406My1,31574277,Q101704,53.3831962,21.3420723
1992,Ostrolenka,Lomza,Ostrolenka,1,Poland,4823,12949,Uezdnyi gorod,0,1,"","","",אוסטרולנקה,"Ostrołęka, województwo mazowieckie, Polska",5406,5406Os1,31573721,Q461287,53.0843135,21.5668607
1993,Sukhtsitse,Lomza,Ostrolenka,1,Poland,59,568,derevnia,0,1,"","","","",Sukhtsitse,5406,5406Sk1,,"",52.93333,21.65
1994,Zavady,Lomza,Ostrolenka,1,Poland,0,537,derevnia,0,1,"","",Calculated by subtraction from Total value any other groups mentioned in census for this place;,"","Zawady, powiat białostocki, województwo podlaskie, Polska",5406,5406Zv1,31569386,Q768178,53.1553435,22.6666631
1995,Graevo,Lomza,Shchuchin,1,Poland,4336,7651,posad,0,1,"","","",גרייבו,"Grajewo, powiat grajewski, województwo podlaskie, Polska",5407,5407Gr1,349239193,Q336204,53.6469842,22.4548627
1996,Radzilovo,Lomza,Shchuchin,1,Poland,891,2019,posad,0,1,"","","",רדזילוב,"Radziłów, powiat grajewski, województwo podlaskie, Polska",5407,5407Rd1,31572160,Q2181955,53.4097836,22.409395
1997,Raigrod,Lomza,Shchuchin,1,Poland,1625,3005,posad,0,1,"","","","","Rajgród, powiat grajewski, województwo podlaskie, Polska",5407,5407Rg1,31520940,Q1906266,53.7304739,22.6976173
1998,Shchuchin,Lomza,Shchuchin,1,Poland,3336,5756,Uezdnyi gorod,0,1,"","","","","Szczuczyn, powiat grajewski, województwo podlaskie, Polska",5407,5407Sc1,1853317869,Q958747,53.5629982,22.2855495
1999,Vonsosh,Lomza,Shchuchin,1,Poland,499,1941,posad,0,1,"","","","","Wąsosz, powiat grajewski, województwo podlaskie, Polska",5407,5407Vn1,1860825897,Q2702516,53.5219375,22.3194128
2000,Belzhitse,Lublin,Liublin,1,Poland,1705,3182,posad,0,1,"","","","",Bełżyce,5501,5501Bl1,31878133,Q854624,51.175063,22.2749995
2001,Biskupitse,Lublin,Liublin,1,Poland,543,1476,posad,0,1,"","","","","Biskupice, powiat świdnicki, województwo lubelskie, Polska",5501,5501Bs1,5403814,Q4918214,51.1523459,22.946692
2002,Bykhova,Lublin,Liublin,1,Poland,1507,2034,posad,0,1,"","","","",Bychawa,5501,5501By1,371949192,Q995820,51.0152225,22.534535
2003,Khodel',Lublin,Liublin,1,Poland,699,1439,posad,0,1,"","","","","Chodel, powiat opolski, województwo lubelskie, Polska",5501,5501Kd1,7657226,Q2264237,51.1121689,22.1350543
2004,Liublin,Lublin,Liublin,1,Poland,24280,50385,Gubernskii gorod,0,1,"","","",לובלין,Lublin,5501,5501Lb1,30014556,Q37333,51.250559,22.5701022
2005,Piaski Luterski,Lublin,Liublin,1,Poland,2049,,mestechko,0,0,"",at_least,Not mentioned in the census: http://ru.wikisource.org/wiki/%D0%95%D0%AD%D0%91%D0%95/%D0%9F%D1%8F%D1%81%D0%BA%D0%B8  Calculated according to the 1881 population on JG,"",Piaski Wielkie,5501,5501Ps1,3009735679,"",51.1519444,22.8425
2006,Travniki,Lublin,Liublin,1,Poland,,,"",1,1,"","",Not mentioned in census; May be no Jews or less than 500 people,"","Trawniki, powiat świdnicki, województwo lubelskie, Polska",5501,5501Tr1,1859515812,"",51.1351853,22.9971028
2007,Tatary,Lublin,Liublin,1,Poland,31,743,derevnia,1,1,"",at_most,Calculated by subtraction from Total value any other groups mentioned in census for this place;,"","Lublin, województwo lubelskie, Polska",5501,5501Tt1,1092094124,"",51.2459943,22.597341
2008,Bielgorai,Lublin,Bielgorai,1,Poland,3486,5846,Uezdnyi gorod,0,1,"","","",בילגוריי,Biłgoraj,5502,5502Bl1,371948750,Q319445,50.5424846,22.7209326
2009,Iuzefov,Lublin,Bielgorai,1,Poland,820,1115,posad,0,1,"","","","","Józefów nad Wisłą, powiat opolski, województwo lubelskie, Polska",5502,5502Iz1,1863582667,Q4534209,51.0408518,21.8296779
2010,Kretov,Lublin,Bielgorai,1,Poland,736,1375,posad,0,1,"","","","","Krzeszów, powiat niżański, województwo podkarpackie, Polska",5502,5502Kr1,371977857,Q1809464,50.4028474,22.3406002
2011,Lukova Plebanskaia,Lublin,Bielgorai,1,Poland,161,3285,selo,1,1,"",at_most,Calculated by subtraction from Total value any other groups mentioned in census for this place;,"",Plebania,5502,5502Lk1,3009737252,"",50.3749858,22.9382972
2012,Tarnograd,Lublin,Bielgorai,1,Poland,1635,5139,posad,0,1,"","","","",Tarnogród,5502,5502Tr1,1854937200,Q777169,50.361309,22.7419384
2013,Dubenka,Lublin,Grubeshov,1,Poland,2343,4799,Bezuezdnyi gorod,0,1,"","","","",Dubienka,5503,5503Db1,371948660,Q2398279,51.0476985,23.8938053
2014,Gorodlo,Lublin,Grubeshov,1,Poland,717,2112,posad,0,1,"","","","",Horodło,5503,5503Gr1,1859414330,"",50.8940559,24.0457508
2015,Grabovets,Lublin,Grubeshov,1,Poland,1717,3362,posad,0,1,"","","","","Grabowiec, powiat zamojski, województwo lubelskie, Polska",5503,5503Gr2,7091111,Q2552017,50.8217588,23.5494427
2016,Grubeshov,Lublin,Grubeshov,1,Poland,5352,10639,Uezdnyi gorod,0,1,"","","","",Hrubieszów,5503,5503Gr3,31158635,Q924103,50.8047363,23.8873816
2017,Krylov,Lublin,Grubeshov,1,Poland,1512,2314,posad,0,1,"","","","","Kryłów, powiat hrubieszowski, województwo lubelskie, Polska",5503,5503Kr1,7116740,Q2743964,50.6830416,24.0552801
2018,Lashchov,Lublin,Grubeshov,1,Poland,1626,1806,posad,0,1,"","","","",Łaszczów,5503,5503Ls1,31891620,Q2167485,50.532615,23.7263929
2019,Luzhkov,Lublin,Grubeshov,1,Poland,110,737,selo,0,1,"","","","",Łuszków,5503,5503Lz1,1741674130,"",50.8744343,24.0998312
2020,Skrikhichin,Lublin,Grubeshov,1,Poland,87,748,derevnia,0,1,"","","","",Skryhiczyn,5503,5503Sk1,371977547,Q2895006,50.9973202,23.9178437
