uid,index,district,district_id,court,court_id,type,entry_nr,level,name,area_ha,ref_parent,male,female,total,rom_cat,grk_cat,jews,othr,get,pol,rut,oth_lng,houses,lat,lon,modern_name,osm_id,wikidata_id,modern_type,nom_status
730104,12045.0,Wieliczka,73.0,Dobczyce,7301,mun,4.0,parent,Czasław,446.0,,284.0,323.0,607.0,607.0,,,,,607.0,,,100.0,49.8554949,20.1183474,"Czasław, gmina Raciechowice, powiat myślenicki, województwo małopolskie, Polska",3564310.0,Q5201723,village,located
730104_1,12046.0,Wieliczka,73.0,Dobczyce,7301,mun,4.0,ort,Burdele,,,,,77.0,,,,,,,,,11.0,49.8433958,20.1136375,"Burdele, Czasław, gmina Raciechowice, powiat myślenicki, województwo małopolskie, Polska",3009692546.0,,hamlet,located
730104_2,12047.0,Wieliczka,73.0,Dobczyce,7301,mun,4.0,ort,Czasław,,,,,364.0,,,,,,,,,57.0,49.8554949,20.1183474,"Czasław, gmina Raciechowice, powiat myślenicki, województwo małopolskie, Polska",3564310.0,Q5201723,village,located
730104_3,12048.0,Wieliczka,73.0,Dobczyce,7301,mun,4.0,ort,WŹary,,,,,112.0,,,,,,,,,24.0,49.8554949,20.1183474,"Czasław, gmina Raciechowice, powiat myślenicki, województwo małopolskie, Polska",3564310.0,Q5201723,village,from_parent
730104_4,12049.0,Wieliczka,73.0,Dobczyce,7301,mun,4.0,ort,Zalesie,,,,,54.0,,,,,,,,,8.0,49.8580556,20.0972222,"Zalesie, Czasław, gmina Raciechowice, powiat myślenicki, województwo małopolskie, Polska",3009769668.0,,hamlet,located
730105,12050.0,Wieliczka,73.0,Dobczyce,7301,mun,5.0,parent,Dobczyce,1271.0,,1606.0,1787.0,3393.0,3050.0,8.0,334.0,1.0,,3386.0,,,556.0,49.8803432,20.0905415,"Dobczyce, gmina Dobczyce, powiat myślenicki, województwo małopolskie, Polska",2775917.0,Q1003279,town,located
730105_1,12051.0,Wieliczka,73.0,Dobczyce,7301,mun,5.0,ort,Dobczyce,,,,,2157.0,,,,,,,,,332.0,49.8803432,20.0905415,"Dobczyce, gmina Dobczyce, powiat myślenicki, województwo małopolskie, Polska",2775917.0,Q1003279,town,located
730105_2,12052.0,Wieliczka,73.0,Dobczyce,7301,mun,5.0,ort,Dział ad Krzyworzeka,,,,,226.0,,,,,,,,,43.0,49.8803432,20.0905415,"Dobczyce, gmina Dobczyce, powiat myślenicki, województwo małopolskie, Polska",2775917.0,Q1003279,town,from_parent
730105_3,12053.0,Wieliczka,73.0,Dobczyce,7301,mun,5.0,ort,Grskie,,,,,620.0,,,,,,,,,112.0,49.8803432,20.0905415,"Dobczyce, gmina Dobczyce, powiat myślenicki, województwo małopolskie, Polska",2775917.0,Q1003279,town,from_parent
730105_4,12054.0,Wieliczka,73.0,Dobczyce,7301,mun,5.0,ort,Podgrze,,,,,122.0,,,,,,,,,18.0,49.8657606,20.0892541,"Podgórze, Dobczyce, gmina Dobczyce, powiat myślenicki, województwo małopolskie, Polska",3009739234.0,,neighbourhood,located
730105_5,12055.0,Wieliczka,73.0,Dobczyce,7301,mun,5.0,ort,Stawisko,,,,,96.0,,,,,,,,,16.0,49.8803432,20.0905415,"Dobczyce, gmina Dobczyce, powiat myślenicki, województwo małopolskie, Polska",2775917.0,Q1003279,town,from_parent
730105_6,12056.0,Wieliczka,73.0,Dobczyce,7301,mun,5.0,ort,Węgielnica,,,,,164.0,,,,,,,,,33.0,49.888109,20.0633427,"Węgielnica, Dobczyce, gmina Dobczyce, powiat myślenicki, województwo małopolskie, Polska",31944288.0,,neighbourhood,located
730105_7,12057.0,Wieliczka,73.0,Dobczyce,7301,mun,5.0,ort,Zabłocie,,,,,5.0,,,,,,,,,1.0,49.8803432,20.0905415,"Dobczyce, gmina Dobczyce, powiat myślenicki, województwo małopolskie, Polska",2775917.0,Q1003279,town,from_parent
730105_8,12058.0,Wieliczka,73.0,Dobczyce,7301,mun,5.0,ort,Zbj,,,,,3.0,,,,,,,,,1.0,49.8803432,20.0905415,"Dobczyce, gmina Dobczyce, powiat myślenicki, województwo małopolskie, Polska",2775917.0,Q1003279,town,from_parent
730106,12059.0,Wieliczka,73.0,Dobczyce,7301,mun,6.0,parent,Dziekanowice,242.0,,133.0,179.0,312.0,303.0,,9.0,,,312.0,,,52.0,49.9005622,20.0986286,"Dziekanowice, gmina Dobczyce, powiat myślenicki, województwo małopolskie, Polska",3553076.0,Q5319771,village,located
730106_1,12060.0,Wieliczka,73.0,Dobczyce,7301,mun,6.0,ort,Czerwona Karczma,,,,,9.0,,,,,,,,,1.0,49.9005622,20.0986286,"Dziekanowice, gmina Dobczyce, powiat myślenicki, województwo małopolskie, Polska",3553076.0,Q5319771,village,from_parent
730106_2,12061.0,Wieliczka,73.0,Dobczyce,7301,mun,6.0,ort,Dziekanka,,,,,12.0,,,,,,,,,2.0,49.9066667,20.1075,"Dziekanka, Dziekanowice, gmina Dobczyce, powiat myślenicki, województwo małopolskie, Polska",3009699532.0,,hamlet,located
730106_3,12062.0,Wieliczka,73.0,Dobczyce,7301,mun,6.0,ort,Dziekanowice,,,,,166.0,,,,,,,,,26.0,49.9005622,20.0986286,"Dziekanowice, gmina Dobczyce, powiat myślenicki, województwo małopolskie, Polska",3553076.0,Q5319771,village,located
730106_4,12063.0,Wieliczka,73.0,Dobczyce,7301,mun,6.0,ort,Kopaliny,,,,,11.0,,,,,,,,,2.0,49.9005622,20.0986286,"Dziekanowice, gmina Dobczyce, powiat myślenicki, województwo małopolskie, Polska",3553076.0,Q5319771,village,from_parent
730106_5,12064.0,Wieliczka,73.0,Dobczyce,7301,mun,6.0,ort,Podskale,,,,,13.0,,,,,,,,,2.0,49.9005622,20.0986286,"Dziekanowice, gmina Dobczyce, powiat myślenicki, województwo małopolskie, Polska",3553076.0,Q5319771,village,from_parent
730106_6,12065.0,Wieliczka,73.0,Dobczyce,7301,mun,6.0,ort,Tatarwka,,,,,10.0,,,,,,,,,1.0,49.9005622,20.0986286,"Dziekanowice, gmina Dobczyce, powiat myślenicki, województwo małopolskie, Polska",3553076.0,Q5319771,village,from_parent
730106_7,12066.0,Wieliczka,73.0,Dobczyce,7301,mun,6.0,ort,Zabawie,,,,,42.0,,,,,,,,,8.0,49.9122222,20.0930556,"Zabawie, Dziekanowice, gmina Dobczyce, powiat myślenicki, województwo małopolskie, Polska",3009767164.0,,hamlet,located
730106_8,12067.0,Wieliczka,73.0,Dobczyce,7301,mun,6.0,ort,Zagaje,,,,,49.0,,,,,,,,,10.0,49.9005622,20.0986286,"Dziekanowice, gmina Dobczyce, powiat myślenicki, województwo małopolskie, Polska",3553076.0,Q5319771,village,from_parent
730107,12068.0,Wieliczka,73.0,Dobczyce,7301,mun,7.0,parent,Fałkowice,190.0,,169.0,168.0,337.0,337.0,,,,,333.0,,,70.0,49.90563,20.17169,"Fałkowice, gmina Gdów, powiat wielicki, województwo małopolskie, Polska",3334969.0,Q5439259,village,located
730107_1,12069.0,Wieliczka,73.0,Dobczyce,7301,mun,7.0,ort,Cieniawa,,,,,64.0,,,,,,,,,14.0,49.9059783,20.1626633,"Cieniawa, Fałkowice, gmina Gdów, powiat wielicki, województwo małopolskie, Polska",3009696082.0,,hamlet,located
730107_2,12070.0,Wieliczka,73.0,Dobczyce,7301,mun,7.0,ort,Domoniw,,,,,38.0,,,,,,,,,6.0,49.90563,20.17169,"Fałkowice, gmina Gdów, powiat wielicki, województwo małopolskie, Polska",3334969.0,Q5439259,village,from_parent
730107_3,12071.0,Wieliczka,73.0,Dobczyce,7301,mun,7.0,ort,Fałkowice,,,,,235.0,,,,,,,,,50.0,49.90563,20.17169,"Fałkowice, gmina Gdów, powiat wielicki, województwo małopolskie, Polska",3334969.0,Q5439259,village,located
730108,12072.0,Wieliczka,73.0,Dobczyce,7301,mun,8.0,parent,Gdw,729.0,,718.0,865.0,1583.0,1342.0,5.0,236.0,,,1583.0,,,268.0,49.9085036,20.1996034,"Gdów, gmina Gdów, powiat wielicki, województwo małopolskie, Polska",3335215.0,Q5529408,village,located
730108_1,12073.0,Wieliczka,73.0,Dobczyce,7301,mun,8.0,ort,Gdw,,,,,1354.0,,,,,,,,,226.0,49.9085036,20.1996034,"Gdów, gmina Gdów, powiat wielicki, województwo małopolskie, Polska",3335215.0,Q5529408,village,located
730108_2,12074.0,Wieliczka,73.0,Dobczyce,7301,mun,8.0,ort,Grzybowa,,,,,158.0,,,,,,,,,25.0,49.9183529,20.1679806,"Grzybowa, Gdów, gmina Gdów, powiat wielicki, województwo małopolskie, Polska",550669118.0,Q9282285,hamlet,located
730108_3,12075.0,Wieliczka,73.0,Dobczyce,7301,mun,8.0,ort,Zagaje,,,,,71.0,,,,,,,,,17.0,49.9031763,20.2073427,"Zagaje, Gdów, gmina Gdów, powiat wielicki, województwo małopolskie, Polska",3009767737.0,,hamlet,located
730109,12076.0,Wieliczka,73.0,Dobczyce,7301,mun,9.0,parent,Glichw,193.0,,95.0,123.0,218.0,218.0,,,,,218.0,,,40.0,49.8186357,20.0968789,"Glichów, gmina Wiśniowa, powiat myślenicki, województwo małopolskie, Polska",3566909.0,Q5569547,village,located
730109_1,12077.0,Wieliczka,73.0,Dobczyce,7301,mun,9.0,ort,Czernin,,,,,40.0,,,,,,,,,6.0,49.8146482,20.0957814,"Czernin, Glichów, gmina Wiśniowa, powiat myślenicki, województwo małopolskie, Polska",3009696716.0,Q28676140,hamlet,located
730109_2,12078.0,Wieliczka,73.0,Dobczyce,7301,mun,9.0,ort,Glichw,,,,,178.0,,,,,,,,,34.0,49.8186357,20.0968789,"Glichów, gmina Wiśniowa, powiat myślenicki, województwo małopolskie, Polska",3566909.0,Q5569547,village,located
730110,12079.0,Wieliczka,73.0,Dobczyce,7301,mun,10.0,parent,Gruszw,545.0,,306.0,403.0,709.0,706.0,,3.0,,,709.0,,,124.0,49.8534512,20.2075859,"Gruszów, gmina Raciechowice, powiat myślenicki, województwo małopolskie, Polska",3560096.0,Q7516961,village,located
730110_1,12080.0,Wieliczka,73.0,Dobczyce,7301,mun,10.0,ort,Gruszw,,,,,330.0,,,,,,,,,63.0,49.8534512,20.2075859,"Gruszów, gmina Raciechowice, powiat myślenicki, województwo małopolskie, Polska",3560096.0,Q7516961,village,located
730110_2,12081.0,Wieliczka,73.0,Dobczyce,7301,mun,10.0,ort,Gruszwek,,,,,125.0,,,,,,,,,22.0,49.8475,20.2177778,"Gruszówek, Gruszów, gmina Raciechowice, powiat myślenicki, województwo małopolskie, Polska",3009704248.0,,hamlet,located
730110_3,12082.0,Wieliczka,73.0,Dobczyce,7301,mun,10.0,ort,Patelwka,,,,,65.0,,,,,,,,,11.0,49.8536659,20.1931203,"Patelówka, Gruszów, gmina Raciechowice, powiat myślenicki, województwo małopolskie, Polska",3009735248.0,,hamlet,located
730110_4,12083.0,Wieliczka,73.0,Dobczyce,7301,mun,10.0,ort,WieŹa,,,,,189.0,,,,,,,,,28.0,49.8533333,20.2294444,"Wieża, Gruszów, gmina Raciechowice, powiat myślenicki, województwo małopolskie, Polska",3009761346.0,,hamlet,located
730111,12084.0,Wieliczka,73.0,Dobczyce,7301,mun,11.0,parent,Hucisko,,,57.0,75.0,132.0,132.0,,,,,132.0,,,15.0,49.9199022,20.1271756,"Hucisko, gmina Gdów, powiat wielicki, województwo małopolskie, Polska",3334911.0,Q5927989,village,located
730111_1,12085.0,Wieliczka,73.0,Dobczyce,7301,mun,11.0,ort,Hucisko,,,,,112.0,,,,,,,,,13.0,49.9199022,20.1271756,"Hucisko, gmina Gdów, powiat wielicki, województwo małopolskie, Polska",3334911.0,Q5927989,village,located
730111_2,12086.0,Wieliczka,73.0,Dobczyce,7301,mun,11.0,ort,Kądzielwka,,,,,11.0,,,,,,,,,1.0,49.9199022,20.1271756,"Hucisko, gmina Gdów, powiat wielicki, województwo małopolskie, Polska",3334911.0,Q5927989,village,from_parent
730111_3,12087.0,Wieliczka,73.0,Dobczyce,7301,mun,11.0,ort,Pasternik,,,,,9.0,,,,,,,,,1.0,49.9247347,20.1260262,"Pasternik, Hucisko, gmina Gdów, powiat wielicki, województwo małopolskie, Polska",3009734720.0,,hamlet,located
730112,12088.0,Wieliczka,73.0,Dobczyce,7301,mun,12.0,parent,Kawec,167.0,,95.0,114.0,209.0,197.0,,12.0,,,209.0,,,43.0,,,,,,,not_found
730113,12089.0,Wieliczka,73.0,Dobczyce,7301,mun,13.0,parent,Kędzierzynka,269.0,,130.0,138.0,268.0,268.0,,,,,268.0,,,50.0,49.8745395,20.1649092,"Kędzierzynka, gmina Dobczyce, powiat myślenicki, województwo małopolskie, Polska",3552939.0,Q6454464,village,located
730114,12090.0,Wieliczka,73.0,Dobczyce,7301,mun,14.0,parent,Kobielnik,,,228.0,245.0,473.0,468.0,,5.0,,,473.0,,,71.0,49.7687118,20.0910894,"Kobielnik, gmina Wiśniowa, powiat myślenicki, województwo małopolskie, Polska",3567342.0,Q6424407,village,located
730115,12091.0,Wieliczka,73.0,Dobczyce,7301,mun,15.0,parent,Komorniki,193.0,,152.0,158.0,310.0,305.0,,5.0,,,310.0,,,61.0,49.8405283,20.1607614,"Komorniki, gmina Raciechowice, powiat myślenicki, województwo małopolskie, Polska",3564612.0,Q6428495,village,located
730116,12092.0,Wieliczka,73.0,Dobczyce,7301,mun,16.0,parent,Kornatka,615.0,,302.0,357.0,659.0,659.0,,,,,659.0,,,110.0,49.8486045,20.0807898,"Kornatka, gmina Dobczyce, powiat myślenicki, województwo małopolskie, Polska",3552907.0,Q11743676,village,located
730117,12093.0,Wieliczka,73.0,Dobczyce,7301,mun,17.0,parent,Krzesławice,571.0,,361.0,371.0,732.0,732.0,,,,,732.0,,,114.0,49.8118445,20.1923147,"Krzesławice, gmina Raciechowice, powiat myślenicki, województwo małopolskie, Polska",3560855.0,Q6440013,village,located
730118,12094.0,Wieliczka,73.0,Dobczyce,7301,mun,18.0,parent,Krzyworzeka,120.0,,89.0,109.0,198.0,198.0,,,,,198.0,,,31.0,,,,,,,not_found
730119,12095.0,Wieliczka,73.0,Dobczyce,7301,mun,19.0,parent,Kunice,250.0,,171.0,186.0,357.0,338.0,,19.0,,,357.0,,,64.0,49.9032356,20.1485647,"Kunice, gmina Gdów, powiat wielicki, województwo małopolskie, Polska",3334944.0,Q6444631,village,located
730120,12096.0,Wieliczka,73.0,Dobczyce,7301,mun,20.0,parent,Kwapinka,,,117.0,137.0,254.0,254.0,,,,,254.0,,,48.0,49.86956,20.1864348,"Kwapinka, gmina Raciechowice, powiat myślenicki, województwo małopolskie, Polska",3560399.0,Q11751566,village,located
730121,12097.0,Wieliczka,73.0,Dobczyce,7301,mun,21.0,parent,Liplas,168.0,,113.0,123.0,236.0,232.0,,4.0,,,236.0,,,53.0,49.9315972,20.2104653,"Liplas, gmina Gdów, powiat wielicki, województwo małopolskie, Polska",3335266.0,Q6556544,village,located
730122,12098.0,Wieliczka,73.0,Dobczyce,7301,mun,22.0,parent,Lipnik,902.0,,586.0,608.0,1194.0,1190.0,,4.0,,,1194.0,,,201.0,49.7922904,20.0894906,"Lipnik, gmina Wiśniowa, powiat myślenicki, województwo małopolskie, Polska",3566969.0,Q6556606,village,located
730123,12099.0,Wieliczka,73.0,Dobczyce,7301,mun,23.0,parent,Mierzeń,421.0,,106.0,112.0,218.0,218.0,,,,,218.0,,,40.0,49.8553506,20.1763319,"Mierzeń, gmina Raciechowice, powiat myślenicki, województwo małopolskie, Polska",3564029.0,Q6843878,village,located
730124,12100.0,Wieliczka,73.0,Dobczyce,7301,mun,24.0,parent,Niezdw,48.0,,50.0,67.0,117.0,117.0,,,,,117.0,,,22.0,49.8915408,20.1118918,"Niezdów, gmina Dobczyce, powiat myślenicki, województwo małopolskie, Polska",3552993.0,Q7032079,village,located
730125,12101.0,Wieliczka,73.0,Dobczyce,7301,mun,25.0,parent,Nizowa,46.0,,69.0,60.0,129.0,129.0,,,,,129.0,,,23.0,49.9208014,20.1441829,"Niżowa, gmina Gdów, powiat wielicki, województwo małopolskie, Polska",3334936.0,Q11792560,village,not_found
730126,12102.0,Wieliczka,73.0,Dobczyce,7301,mun,26.0,parent,Nowa Wieř,137.0,,131.0,124.0,255.0,255.0,,,,,255.0,,,47.0,49.9037685,20.0571236,"Nowa Wieś, gmina Dobczyce, powiat myślenicki, województwo małopolskie, Polska",3552301.0,Q7066207,village,located
730127,12103.0,Wieliczka,73.0,Dobczyce,7301,mun,27.0,parent,Podolany,124.0,,83.0,99.0,182.0,173.0,,9.0,,,182.0,,,32.0,49.8953731,20.234374,"Podolany, gmina Gdów, powiat wielicki, województwo małopolskie, Polska",3335107.0,Q7207009,village,located
730128,12104.0,Wieliczka,73.0,Dobczyce,7301,mun,28.0,parent,Poznachowice Dolne,267.0,,165.0,163.0,328.0,328.0,,,,,328.0,,,54.0,49.8131783,20.1177159,"Poznachowice Dolne, gmina Wiśniowa, powiat myślenicki, województwo małopolskie, Polska",3567382.0,Q7237031,village,located
730129,12105.0,Wieliczka,73.0,Dobczyce,7301,mun,29.0,parent,Poznachowice Górne,259.0,,192.0,196.0,388.0,388.0,,,,,388.0,,,72.0,49.8249601,20.1295342,"Poznachowice Górne, gmina Raciechowice, powiat myślenicki, województwo małopolskie, Polska",3564384.0,Q11826123,village,located
730130,12106.0,Wieliczka,73.0,Dobczyce,7301,mun,30.0,parent,Raciechowice,457.0,,282.0,328.0,610.0,610.0,,,,,610.0,,,98.0,49.8448681,20.1371442,"Raciechowice, gmina Raciechowice, powiat myślenicki, województwo małopolskie, Polska",3564713.0,Q2351149,village,located
730131,12107.0,Wieliczka,73.0,Dobczyce,7301,mun,31.0,parent,Rudnik,,,111.0,118.0,229.0,226.0,,3.0,,,229.0,,,42.0,49.9112681,20.1069071,"Rudnik, gmina Dobczyce, powiat myślenicki, województwo małopolskie, Polska",3553011.0,Q7377069,village,located
730132,12108.0,Wieliczka,73.0,Dobczyce,7301,mun,32.0,parent,Sawa,60.0,,66.0,82.0,148.0,148.0,,,,,148.0,,,29.0,49.8335956,20.2061147,"Sawa, gmina Raciechowice, powiat myślenicki, województwo małopolskie, Polska",3560829.0,Q7428511,village,located
730133,12109.0,Wieliczka,73.0,Dobczyce,7301,mun,33.0,parent,Sieraków,306.0,,231.0,265.0,496.0,496.0,,,,,496.0,,,79.0,49.9064378,20.0833997,"Sieraków, gmina Dobczyce, powiat myślenicki, województwo małopolskie, Polska",3553080.0,Q7511221,village,located
730134,12110.0,Wieliczka,73.0,Dobczyce,7301,mun,34.0,parent,Skrzynka,296.0,,161.0,217.0,378.0,378.0,,,,,378.0,,,67.0,49.8820632,20.1245038,"Skrzynka, gmina Dobczyce, powiat myślenicki, województwo małopolskie, Polska",3552988.0,Q7536761,village,located
730135,12111.0,Wieliczka,73.0,Dobczyce,7301,mun,35.0,parent,Stadniki,206.0,,157.0,163.0,320.0,320.0,,,,,320.0,,,60.0,49.8848426,20.1572434,"Stadniki, gmina Dobczyce, powiat myślenicki, województwo małopolskie, Polska",3552983.0,Q7596522,village,located
730136,12112.0,Wieliczka,73.0,Dobczyce,7301,mun,36.0,parent,Stryszowa,186.0,,149.0,191.0,340.0,339.0,,1.0,,,340.0,,,70.0,49.8842509,20.1847347,"Stryszowa, gmina Gdów, powiat wielicki, województwo małopolskie, Polska",3335035.0,Q7625605,village,located
730137,12113.0,Wieliczka,73.0,Dobczyce,7301,mun,37.0,parent,Węglówka,1110.0,,562.0,584.0,1146.0,1146.0,,,,,1146.0,,,185.0,49.7493347,20.0770841,"Węglówka, gmina Wiśniowa, powiat myślenicki, województwo małopolskie, Polska",3567351.0,Q2589007,village,located
730138,12114.0,Wieliczka,73.0,Dobczyce,7301,mun,38.0,parent,Wierzbanowa,1144.0,,289.0,314.0,603.0,603.0,,,,,603.0,,,96.0,49.7652561,20.1188128,"Wierzbanowa, gmina Wiśniowa, powiat myślenicki, województwo małopolskie, Polska",3567087.0,Q7999199,village,located
730139,12115.0,Wieliczka,73.0,Dobczyce,7301,mun,39.0,parent,Winiary,522.0,,245.0,294.0,539.0,533.0,,6.0,,,539.0,,,88.0,49.90087,20.13006,"Winiary, gmina Gdów, powiat wielicki, województwo małopolskie, Polska",3334921.0,Q947655,village,located
730140,12116.0,Wieliczka,73.0,Dobczyce,7301,mun,40.0,parent,Wiśniowa,1586.0,,846.0,858.0,1704.0,1677.0,,27.0,,,1704.0,,,258.0,49.7876371,20.1164664,"Wiśniowa, gmina Wiśniowa, powiat myślenicki, województwo małopolskie, Polska",3567047.0,Q2851851,village,located
730141,12117.0,Wieliczka,73.0,Dobczyce,7301,mun,41.0,parent,Zagórzany,275.0,,205.0,217.0,422.0,420.0,,2.0,,,422.0,,,77.0,49.8756645,20.2343314,"Zagórzany, gmina Gdów, powiat wielicki, województwo małopolskie, Polska",3335080.0,Q8064554,village,located
730142,12118.0,Wieliczka,73.0,Dobczyce,7301,mun,42.0,parent,Zalesiany,37.0,,48.0,48.0,96.0,96.0,,,,,96.0,,,16.0,49.8743469,20.2177318,"Zalesiany, gmina Gdów, powiat wielicki, województwo małopolskie, Polska",3335039.0,Q783449,village,located
730143,12119.0,Wieliczka,73.0,Dobczyce,7301,mun,43.0,parent,Zegartowice,407.0,,301.0,345.0,646.0,628.0,,18.0,,,646.0,,,109.0,49.8267658,20.1912842,"Zegartowice, gmina Raciechowice, powiat myślenicki, województwo małopolskie, Polska",3564057.0,Q924868,village,located
730143_1,12120.0,Wieliczka,73.0,Dobczyce,7301,mun,43.0,ort,Dąbie,,,82.0,104.0,186.0,186.0,,,,,186.0,,,30.0,49.8269376,20.1686849,"Dąbie, gmina Raciechowice, powiat myślenicki, województwo małopolskie, Polska",3564461.0,Q5320529,village,located
730143_2,12121.0,Wieliczka,73.0,Dobczyce,7301,mun,43.0,ort,Zegartowice,,,219.0,241.0,460.0,442.0,,18.0,,,460.0,,,79.0,49.8267658,20.1912842,"Zegartowice, gmina Raciechowice, powiat myślenicki, województwo małopolskie, Polska",3564057.0,Q924868,village,located
730144,12122.0,Wieliczka,73.0,Dobczyce,7301,mun,44.0,parent,Żerosławice,145.0,,133.0,167.0,300.0,300.0,,,,,300.0,,,54.0,49.8305118,20.2339027,"Żerosławice, gmina Raciechowice, powiat myślenicki, województwo małopolskie, Polska",3560317.0,Q8083301,village,located
730145,12123.0,Wieliczka,73.0,Dobczyce,7301,mun,45.0,parent,Zręczyce,402.0,,283.0,313.0,596.0,593.0,,3.0,,,596.0,,,121.0,49.8867316,20.2156004,"Zręczyce, gmina Gdów, powiat wielicki, województwo małopolskie, Polska",3335126.0,Q6554083,village,located
730101,12124.0,Wieliczka,73.0,Dobczyce,7301,estate,1.0,parent,Bileczyce,108.0,1.0,12.0,15.0,27.0,27.0,,,,,27.0,,,4.0,49.9304571,20.1800979,"Bilczyce, gmina Gdów, powiat wielicki, województwo małopolskie, Polska",3335008.0,Q2255936,village,located
730102,12125.0,Wieliczka,73.0,Dobczyce,7301,estate,2.0,parent,Bojanczyce,78.0,2.0,10.0,7.0,17.0,17.0,,,,,17.0,,,2.0,49.8224837,20.2136735,"Bojańczyce, gmina Raciechowice, powiat myślenicki, województwo małopolskie, Polska",3560473.0,Q4938655,village,located
730103,12126.0,Wieliczka,73.0,Dobczyce,7301,estate,3.0,parent,Brzezowa,173.0,3.0,31.0,30.0,61.0,61.0,,,,,61.0,,,3.0,49.8557605,20.0547131,"Brzezowa, gmina Dobczyce, powiat myślenicki, województwo małopolskie, Polska",3552905.0,Q4981400,village,located
730104,12127.0,Wieliczka,73.0,Dobczyce,7301,estate,4.0,parent,Czasław,154.0,4.0,12.0,7.0,19.0,19.0,,,,,19.0,,,1.0,49.8554949,20.1183474,"Czasław, gmina Raciechowice, powiat myślenicki, województwo małopolskie, Polska",3564310.0,Q5201723,village,located
730105,12128.0,Wieliczka,73.0,Dobczyce,7301,estate,5.0,parent,Dobczyce,32.0,5.0,21.0,20.0,41.0,24.0,,17.0,,,41.0,,,6.0,49.8803432,20.0905415,"Dobczyce, gmina Dobczyce, powiat myślenicki, województwo małopolskie, Polska",2775917.0,Q1003279,town,located
730107,12129.0,Wieliczka,73.0,Dobczyce,7301,estate,6.0,parent,Fałkowice,100.0,7.0,17.0,18.0,35.0,35.0,,,,,35.0,,,3.0,49.90563,20.17169,"Fałkowice, gmina Gdów, powiat wielicki, województwo małopolskie, Polska",3334969.0,Q5439259,village,located
730108,12130.0,Wieliczka,73.0,Dobczyce,7301,estate,7.0,parent,Gdów,290.0,8.0,44.0,61.0,105.0,46.0,,59.0,,,104.0,,,11.0,49.9085036,20.1996034,"Gdów, gmina Gdów, powiat wielicki, województwo małopolskie, Polska",3335215.0,Q5529408,village,located
730109,12131.0,Wieliczka,73.0,Dobczyce,7301,estate,8.0,parent,Glichów,158.0,9.0,5.0,7.0,12.0,12.0,,,,,12.0,,,1.0,49.8186357,20.0968789,"Glichów, gmina Wiśniowa, powiat myślenicki, województwo małopolskie, Polska",3566909.0,Q5569547,village,located
730110,12132.0,Wieliczka,73.0,Dobczyce,7301,estate,9.0,parent,Gruszów,348.0,10.0,15.0,12.0,27.0,22.0,,5.0,,,27.0,,,3.0,49.8534512,20.2075859,"Gruszów, gmina Raciechowice, powiat myślenicki, województwo małopolskie, Polska",3560096.0,Q7516961,village,located
730111,12133.0,Wieliczka,73.0,Dobczyce,7301,estate,10.0,parent,Hucisko,49.0,11.0,10.0,14.0,24.0,21.0,,3.0,,,24.0,,,2.0,49.9199022,20.1271756,"Hucisko, gmina Gdów, powiat wielicki, województwo małopolskie, Polska",3334911.0,Q5927989,village,located
730112,12134.0,Wieliczka,73.0,Dobczyce,7301,estate,11.0,parent,Kawce,74.0,12.0,3.0,5.0,8.0,8.0,,,,,8.0,,,1.0,,,,,,,not_found
730113,12135.0,Wieliczka,73.0,Dobczyce,7301,estate,12.0,parent,Kędzierzynka,234.0,13.0,3.0,7.0,10.0,10.0,,,,,10.0,,,2.0,49.8745395,20.1649092,"Kędzierzynka, gmina Dobczyce, powiat myślenicki, województwo małopolskie, Polska",3552939.0,Q6454464,village,located
730114,12136.0,Wieliczka,73.0,Dobczyce,7301,estate,13.0,parent,Kobielnik,62.0,14.0,6.0,4.0,10.0,2.0,,8.0,,,10.0,,,2.0,49.7687118,20.0910894,"Kobielnik, gmina Wiśniowa, powiat myślenicki, województwo małopolskie, Polska",3567342.0,Q6424407,village,located
730115,12137.0,Wieliczka,73.0,Dobczyce,7301,estate,14.0,parent,Komorniki,133.0,15.0,16.0,12.0,28.0,28.0,,,,,28.0,,,2.0,49.8405283,20.1607614,"Komorniki, gmina Raciechowice, powiat myślenicki, województwo małopolskie, Polska",3564612.0,Q6428495,village,located
730116,12138.0,Wieliczka,73.0,Dobczyce,7301,estate,15.0,parent,Kornatka,616.0,16.0,16.0,10.0,26.0,26.0,,,,,26.0,,,3.0,49.8486045,20.0807898,"Kornatka, gmina Dobczyce, powiat myślenicki, województwo małopolskie, Polska",3552907.0,Q11743676,village,located
730118,12139.0,Wieliczka,73.0,Dobczyce,7301,estate,16.0,parent,Krzyworzeka,28.0,18.0,2.0,5.0,7.0,,,7.0,,,7.0,,,1.0,,,,,,,not_found
730119,12140.0,Wieliczka,73.0,Dobczyce,7301,estate,17.0,parent,Kunice,69.0,19.0,9.0,7.0,16.0,16.0,,,,,16.0,,,1.0,49.9032356,20.1485647,"Kunice, gmina Gdów, powiat wielicki, województwo małopolskie, Polska",3334944.0,Q6444631,village,located
730121,12141.0,Wieliczka,73.0,Dobczyce,7301,estate,18.0,parent,Liplas,204.0,21.0,13.0,7.0,20.0,20.0,,,,,20.0,,,1.0,49.9315972,20.2104653,"Liplas, gmina Gdów, powiat wielicki, województwo małopolskie, Polska",3335266.0,Q6556544,village,located
